index,text,pred_label,confidence
706,"UBND TP đã có quyết định giải quyết các khó khăn, vướng mắc vượt thẩm quyền và UBND TP đã kịp thời giải quyết các khó khăn, vướng mắc vượt thẩm quyền và kịp thời giải quyết các khó khăn, vướng mắc vượt thẩm quyền, đồng thời UBND TP kịp thời giải quyết các khó khăn, vướng mắc vượt thẩm quyền và kịp thời giải quyết các khó khăn, vướng mắc vượt thẩm quyền. UBND TP kịp thời giải quyết các khó khăn, vướng mắc vượt thẩm quyền.",1,0.8188
715,"Lễ an táng 16 người đã hy sinh trong vụ hỏa hoạn xảy ra tại nghĩa trang San Carlos de Matanzas, thủ đô La Habana, Mỹ. 16 người đã hy sinh trong vụ hỏa hoạn xảy ra tại kho chứa nhiên liệu lớn nhất cả nước. Lễ an táng được tổ chức cùng ngày theo nghi thức gia đình tại nghĩa trang San Carlos de Matanzas, cách thủ đô La Habana 100 km về phía Đông.",1,0.7873
720,"Theo truyền thống, WB sẽ đề cử, chủ tịch và ban điều hành WB sẽ công bố lãnh đạo mới. Theo truyền thống, Mỹ đề cử chức danh chủ tịch của WB. Vào ngày 29/3, WB đã kết thúc thời hạn đề cử cho chức chủ tịch ngân hàng này và không có ứng viên mới nào khác ngoài ông Banga. Dự kiến trong ngày 30/3, ban điều hành WB sẽ công bố các bước đi tiếp theo trong quá trình lựa chọn và xác nhận lãnh đạo mới vào đầu tháng 5.",1,0.523
727,"Nhằm kích cầu tiêu dùng, khuyến khích người dân mua sắm, lệ phí trước bạ với ô tô sản xuất lắp ráp trong nước giảm 50%, đồng thời cũng để lại nhiều hệ lụy cho người dân. Nhằm kích cầu tiêu dùng, khuyến khích người dân mua sắm lệ phí trước bạ với ô tô sản xuất lắp ráp trong nước giảm 50%.",2,0.9978
753,"Đại sứ quán Việt Nam tại Nhật Bản luôn giúp đỡ, tạo điều kiện cho các doanh nghiệp Việt Nam tại Nhật Bản, các nước và các tổ chức quốc tế tại Việt Nam, giúp đỡ các doanh nghiệp, các nhà khoa học, các nhà khoa học. Đồng thời, Đại sứ quán Việt Nam tại Nhật Bản cần tiếp tục quan tâm, tạo điều hơn nữa đến cộng đồng người Việt, từ các chuyên gia, nhà khoa học đến học sinh, sinh viên, người lao động; luôn đoàn kết, gắn bó, giúp đỡ lẫn nhau, hướng về quê hương, đất nước;",2,0.9905
773,"Ung thư gan có mối liên hệ chặt chẽ với tình trạng nhiễm virus viêm gan B, C; bệnh lý xơ gan. Khai thác tiền sử, ông B bị tăng huyết áp, tim thiếu máu cục bộ do xơ vữa và đái tháo đường. Tuy nhiên, ông B không có các yếu tố nguy cơ của ung thư gan như viêm gan siêu vi B, C hoặc xơ gan Ung thư gan nguyên phát có mối liên hệ chặt chẽ với tình trạng nhiễm virus viêm gan B, C; bệnh lý xơ gan.",1,0.573
784,"Có không ít người dùng các video để khoe khoang về cuộc sống của mình, khắc họa những cuộc sống lý tưởng không có thực, tạo ra những tài khoản giả để người khác quấy rối, miệt thị, tạo bạo lực với người khác. Trên thực tế có không ít người dùng các video để khoe khoang, tô vẽ cuộc sống của mình, khắc họa những bức tranh phi thực tế về một cuộc sống lý tưởng, khiến nhiều người xem cảm thấy bất lực, tự ti khi so sánh bản thân với những gì nhìn thấy trên mạng tạo ra những tài khoản giả để quấy rối, miệt thị, tạo bạo lực mạng, với những người sử dụng khác, qua phần nhận xét về video hoặc tin nhắn trực tiếp.",1,0.9698
788,"Mức phạt tài chính Open AI sẽ chịu mức phạt tài chính 20 triệu euro, bao gồm mức phạt tài chính 20 triệu euro và mức phạt tài chính 20 triệu euro cho mỗi người. chịu mức phạt tài chính 20 triệu euro Open AI",2,0.972
790,"WB không hỗ trợ 40 triệu USD cho các nhà tài trợ thực hiện các đề án. Chuyên gia cao cấp Kinh tế nông nghiệp của Ngân hàng Thế giới (WB) tại Việt Nam cho biết: ""WB hiện đang thực hiện dự án hỗ trợ khoảng 40 triệu USD cho Đề án 1 triệu ha lúa giảm phát thải, cùng với đó là Dự án trị giá 60 triệu USD để phát triển thị trường tín chỉ carbon sau năm 2027 chương trình hỗ trợ 20 triệu USD không hoàn lại để hỗ trợ Đề án. WB mong muốn phối hợp cùng Bộ NN&PTNT và các nhà tài trợ thực hiện các dự án ở Đồng bằng sông Cửu Long",1,0.9833
826,"Tuổi Trẻ Online đã có nhận định về thực trạng đốt rác, phế liệu gây nguy cơ đe dọa rừng, đồng thời, đây cũng là thực trạng đã được Tuổi Trẻ Online ghi nhận về thực trạng đốt rác, phế liệu gây nguy cơ đe dọa rừng, đồng thời, đây cũng là thực trạng đã được Tuổi Trẻ Online ghi nhận từ thực trạng này, đồng thời, đây cũng là thực trạng đã được Tuổi Trẻ Online ghi nhận từ trước đến nay. Tuổi Trẻ Online đã có ghi nhận về thực trạng đốt rác, phế liệu gây nguy cơ đe dọa rừng.",2,0.7825
830,"Sản phẩm gây nhiều tranh cãi trên mạng xã hội, gây nhiều tranh cãi trên mạng xã hội, gây nhiều tranh cãi trên mạng xã hội khiến nhiều người phải suy ngẫm. Sản phẩm gây nhiều tranh cãi trên mạng xã hội.",2,0.9979
831,"Park Hoon đã rủ thêm Hyun Bin và Park Hoon, Park Hoon và Hyun Bin đến ăn tối và rất thích nên hôm sau Park Hoon đã cùng Hyun Bin đến ăn. Park Hoon đã đến ăn và rất thích nên hôm sau đã rủ thêm Hyun Bin đi cùng.",2,0.5042
845,"Lực lượng công an đã chặn chặn, vây bắt được Thành. Lực lượng công an sau đó đã đón chặn, vây bắt được Thành.",1,0.5011
854,"Ủy ban Tài chính - Ngân sách được Chủ tịch Quốc hội yêu cầu lưu ý khẩn trương nghiên cứu kỹ vấn đề tài chính đất đai, giá đất và đề xuất phương án cụ thể, tránh trường hợp đất đai, giá đất và giá thành. Chủ tịch Quốc hội cũng yêu cầu Ủy ban Tài chính - Ngân sách lưu ý khẩn trương nghiên cứu kỹ vấn đề tài chính đất đai, giá đất và đề xuất phương án cụ thể",2,0.9906
858,"Trước đó, Châu Á đã có hai lần đăng cai World Cup và có hai lần đăng cai World Cup trước đó. Trước đó, Châu Á đã có hai lần đăng cai World Cup",2,0.4635
878,"Ở đây Trung tâm dưỡng lão Thị Nghè, phải xét đủ tiêu chuẩn mới được vào. Trung tâm dưỡng lão Thị Nghè là nơi không phải ai cũng vào được. Phải xét đủ tiêu chuẩn mới được ở",1,0.9056
886,"Các nhà nghiên cứu cảnh báo trường hợp này ""đặt ra những vấn đề nghiêm trọng"" vì nó chứng minh rằng cả người khỏe mạnh và suy giảm miễn dịch đều có thể bị lây nhiễm HIV/AIDS. Nhưng các nhà nghiên cứu cảnh báo trường hợp này ""đặt ra những vấn đề nghiêm trọng"" vì nó chứng minh rằng cả người khỏe mạnh và suy giảm miễn dịch đều có thể bị lây nhiễm",2,0.992
908,"Bài hát Like Crazy đã dẫn đầu bảng xếp hạng iTunes ở 110 quốc gia, trong đó có Việt Nam, đây cũng là ca khúc có tốc độ leo lên vị trí dẫn đầu iTunes ở 110 quốc gia nhanh. bài hát Like Crazy đã dẫn đầu bảng xếp hạng iTunes ở 117 quốc gia, Like Crazy cũng là ca khúc có tốc độ leo lên vị trí dẫn đầu iTunes ở 110 quốc gia nhanh",2,0.9772
927,"Ngay sau thông tin, chỉ số trung bình công nghiệp Dow Jones nhích nhẹ 39,78 điểm, động thái của Fed đã khiến cho Fed bất ngờ. Ngay sau thông tin, chỉ số trung bình công nghiệp Dow Jones nhích nhẹ 39,78 điểm, động thái của Fed",2,0.9888
929,"Theo tổ chức Electronic Frontier, trạm giả không để lại dấu vết. Theo tổ chức Electronic Frontier, trạm giả thực tế vẫn để lại dấu vết có thể phát hiện, ví dụ công suất phát cao bất thường, tín hiệu không đầy đủ thông số như trạm gốc, hoặc xuất hiện thời gian ngắn tại vị trí nào đó",1,0.9883
930,"Mới ra trường, ưu tiên lớn nhất nên là tiền, bạn cần là cơ hội phát triển, bộc lộ và chứng thực tài năng của bạn. Điều bạn cần là cơ hội phát triển bộc lộ, chứng thực tài năng của bạn Do đó, ưu tiên lớn nhất của bạn không nên là tiền. Mới ra trường,",1,0.9991
940,"Phó Thủ tướng Trần Hồng Hà đã làm việc với Bộ GTVT, lãnh đạo các tỉnh vùng ĐBSCL (ĐBSCL) về nhu cầu và khả năng đáp ứng nguồn vật liệu đắp nền đường, trong đó có những mỏ được cấp phép lại hoặc cấp phép mới chỉ cung cấp cát đắp nền cho các dự án cao tốc và dừng khai thác sau khi hoàn thành. Chiều 14/3, Phó Thủ tướng Trần Hồng Hà đã làm việc với Bộ GTVT, lãnh đạo các tỉnh vùng đồng bằng sông Cửu Long (ĐBSCL) về nhu cầu và khả năng đáp ứng nguồn vật liệu đắp nền đường Những mỏ được cấp phép lại hoặc cấp phép mới chỉ cung cấp cát đắp nền cho các dự án cao tốc và dừng khai thác sau khi hoàn thành",1,0.8912
962,"Chống Lừa Đảo luôn kêu gọi sự tham gia, chung tay góp sức của cộng đồng để lan tỏa dự án, giúp bảo vệ được nhiều người hơn, đẩy lùi vấn nạn lừa đảo trực tuyến, đồng thời cũng kêu gọi nhiều sự tham gia của cộng đồng để chống lại được nhiều người hơn, đẩy lùi vấn nạn lừa đảo trực tuyến. Chống Lừa Đảo luôn kêu gọi sự tham gia, chung tay góp sức của cộng đồng để lan tỏa dự án, giúp bảo vệ được nhiều người hơn, đẩy lùi vấn nạn lừa đảo trực tuyến.",1,0.8502
978,"Theo ông Nguyễn Quang Dũng, trong điện ảnh, đôi khi diễn viên phải hóa thân để phù hợp với nhân vật của mình, đó là điều thú vị của nghề chứ không phải cứ đóng những nhân vật giống họ ngoài đời. Ông cho rằng trong điện ảnh, đôi khi diễn viên vào nhân vật giống họ ngoài đời, song cũng có trường hợp phải hóa thân để phù hợp. Đó là điều thú vị của nghề và cả khán giả. Chứ diễn viên cứ phải đóng những nhân vật giống họ ngoài đời mãi thì cũng chưa chắc tốt.",1,0.9151
1006,"Noru là cơn bão số 11 và là cơn bão mạnh nhất đổ bộ Philippines từ đầu năm tới nay, với sức gió duy trì ở mức 195 km/h và lên tới 240 km/h vào cuối ngày 25/9, khiến cho cơn bão mạnh hơn bao giờ hết. Noru là cơn bão số 11 và là cơn bão mạnh nhất đổ bộ Philippines từ đầu năm tới nay, với sức gió duy trì ở mức 195 km/h và lên tới 240 km/h vào cuối ngày 25/9.",2,0.9846
1016,"Tái định cư thủy điện thành công trong việc phục hồi sinh kế, đảm bảo sinh kế bền vững cho cộng đồng bị ảnh hưởng. ở Việt Nam cũng như trên thế giới có rất ít các dự án tái định cư, đặc biệt là tái định cư thủy điện thành công trong việc phục hồi sinh kế, đảm bảo sinh kế bền vững cho cộng đồng bị ảnh hưởng.",1,0.8753
1018,"Theo bác sĩ, trẻ nhỏ hay nuốt dị vật vào các hốc tự nhiên của cơ thể trong các độ tuổi khám phá thế giới xung quanh, nhiều trường hợp xảy ra tai nạn không đáng có. Bác sĩ Nguyễn Minh Trung, Bệnh viện Nhi đồng 1, cho biết ở độ tuổi khám phá thế giới xung quanh, trẻ nhỏ có thể nuốt hay sặc vào đường thở hoặc nhét bất cứ dị vật nào vào các hốc tự nhiên của cơ thể. Không ít lần những biến chứng nguy hiểm và chuyện đáng tiếc nhất đã xảy ra từ những sự cố đó.",2,0.6217
1044,"Bốn môn thi của học sinh hệ giáo dục phổ thông bốn môn gồm ngữ văn, toán, ngoại ngữ, lịch sử và hệ giáo dục thường xuyên thi ba môn ngữ văn, toán, lịch sử. Học sinh hệ giáo dục phổ thông bốn môn gồm ngữ văn, toán, ngoại ngữ, lịch sử Với học sinh hệ giáo dục thường xuyên thi ba môn gồm nữ văn, toán, lịch sử",1,0.9837
1052,"Truyền thông và quảng bá du lịch Việt Nam, Bình Thuận, Năm Du lịch quốc gia 2023 trên các kênh truyền thông quốc tế, các nền tảng mạng xã hội quốc tế, quốc tế,  Truyền thông, quảng bá du lịch Việt Nam, du lịch Bình Thuận và Năm Du lịch quốc gia 2023 trên các kênh truyền thông quốc tế và nền tảng mạng xã hội quốc tế",2,0.9711
1053,"FDA khuyến nghị những người chưa tiêm phòng tiêm một mũi vaccine lưỡng trị thay vì mũi vaccine mRNA đơn trị như trước đây như trước đây. FDA cũng khuyến nghị hầu hết những người chưa tiêm phòng có thể tiêm một mũi vaccine lưỡng trị, thay vì tiêm nhiều mũi vaccine mRNA đơn trị như trước đây",1,0.8614
1061,"Kyrgyzstan được đánh giá là đối thủ ngang tầm với thầy trò HLV Troussier, khi có trận thua với U23 Việt Nam ở Doha Cup 2023. Qua 3 lượt trận tại Doha Cup 2023, U23 Kyrgyzstan được đánh giá là đối thủ ngang tầm với thầy trò HLV Troussier. U23 Việt Nam có trận đấu ngang ngửa với U23 Kyrgyzstan",1,0.7333
1064,"Hà Tĩnh đã đưa vào quy hoạch KCN VSIP trên địa bàn và mong Tập đoàn VSIP sớm triển khai thực hiện dự án này, hiện nay đã có nhiều thông tin được đưa ra. Hiện nay, Hà Tĩnh đã đưa vào quy hoạch KCN VSIP trên địa bàn và mong Tập đoàn VSIP sớm triển khai",2,0.9883
1095,Sự thiếu vắng của bộ đôi Frenkie de Jong và Steven Bergwijn sẽ để lại những khoảng trống không nhỏ vì thế sự thiếu vắng của họ chắc chắn sẽ để lại những khoảng trống không nhỏ. không có sự phục vụ của bộ đôi Frenkie de Jong và Steven Bergwijn Vì thế sự thiếu vắng của họ chắc chắn sẽ để lại những khoảng trống không nhỏ,1,0.9926
1110,"Ngân hàng Nhà nước đang lấy ý kiến về dự thảo Thông tư sửa đổi quy định về việc tổ chức tín dụng mua, bán trái phiếu doanh nghiệp, nhằm hạn chế rủi ro của việc hoạt động mua bán trái phiếu doanh nghiệp của các tổ chức tín dụng. Trước việc hoạt động mua bán trái phiếu doanh nghiệp của các tổ chức tín dụng đang cho thấy phát sinh tiềm ẩn rủi ro, Ngân hàng Nhà nước đang lấy ý kiến về dự thảo Thông tư sửa đổi quy định về việc tổ chức tín dụng mua, bán trái phiếu doanh nghiệp",1,0.8931
1126,"Sở Du lịch, Trung tâm An ninh hàng không, Công an Q.Hải Châu lập tổ công tác chuyên đề xử lý ""xe dù"" vi phạm hoạt động tại sân bay Đà Nẵng, nhằm xử lý tại sân bay tại sân bay Đà Nẵng, nhằm xử lý tại sân bay Đà Nẵng, nhằm tránh xảy ra tai nạn tại sân bay Đà Nẵng. Sở Du lịch, Trung tâm An ninh hàng không, Công an Q.Hải Châu... lập tổ công tác chuyên đề xử lý ""xe dù"" vi phạm hoạt động tại sân bay Đà Nẵng.",2,0.9959
1144,"Phiên tòa giả định xét xử vụ án giả định Dâm ô đối với người dưới 16 tuổi được tổ chức tại khu nhà trọ KP2, phường Tam Phú, TP Thủ Đức, nhằm xử lý các đối tượng xấu. được tổ chức tại khu nhà trọ KP2, phường Tam Phú, TP Thủ Đức. Phiên tòa giả định xét xử vụ án giả định Dâm ô đối với người dưới 16 tuổi.",2,0.9882
1160,"Ban tổ chức giải Siêu tốc Bá Vương kỳ vọng đem tới những trải nghiệm thú vị và bổ ích cho học sinh Hà Nội giúp rèn luyện bản lĩnh, sự tự tin cho các con tham gia các giải cấp cao hơn, làm bệ phóng cho các con tham gia các giải cấp cao hơn, làm bệ phóng cho các con tham gia các giải cấp cao hơn, làm bệ phóng cho các con tham gia các giải cấp cao hơn, làm bệ phóng cho các con tham gia các giải cấp cao hơn, làm bệ phóng cho các con tham gia các giải cấp cao hơn, làm bệ phóng cho các con tham gia các giải cấp cao hơn, làm bệ phóng cho các con tham gia các giải cấp cao hơn, làm bệ phóng cho các con tham gia các giải cấp cao hơn, làm bệ phóng cho các con tham gia các giải cấp cao hơn, làm bệ phóng cho các con tham gia các giải cấp cao hơn. Ban tổ chức giải Siêu tốc Bá Vương kỳ vọng đem tới những trải nghiệm cho học sinh Hà Nội, biến giải đấu thành là sân chơi thường niên giúp rèn luyện bản lĩnh, sự tự tin, làm bệ phóng cho các con tham gia các giải cấp cao hơn như thành phố và quốc gia...",2,0.9654
1162,"Các trạm sạc, trạm đổi pin cần được ưu tiên phát triển, nâng cấp để giảm thiểu rủi ro, nâng cao hiệu quả, an toàn điện trong quá trình sử dụng. Ngoài ra, trong quá trình hoàn thiện hệ thống tiêu chuẩn Việt Nam về xe điện cần ưu tiên phát triển các tiêu chuẩn Việt Nam về hệ thống trạm sạc, sạc nhanh, trạm đổi pin... để có thể sớm đưa ra các yêu cầu kỹ thuật và an toàn của thiết bị và trạm sạc vào quản lý, giảm thiểu rủi ro, nâng cao hiệu quả, an toàn điện trong quá trình sử dụng",1,0.5762
1163,"Việc hoạch định tài chính rõ ràng giúp người trẻ xoay xở trong mọi biến động hiện nay nhiều người chưa có kế hoạch tài chính tốt. Việc hoạch định tương lai tài chính rõ ràng giúp người trẻ xây dựng quỹ dự phòng, xoay xở được trong mọi biến động hiện nay nhiều người vẫn còn sử dụng tiền theo thói quen ít người chưa có kế hoạch tài chính tốt",1,0.6745
1183,"Về việc Mỹ cung cấp Patriot cho Ukraine, người phát ngôn Điện Kremlin Dmitry Peskov cảnh báo việc các nước phương Tây tiếp tục cung cấp vũ khí cho Ukraine sẽ chỉ càng làm trầm trọng thêm cuộc xung đột hiện nay mà không làm trầm trọng thêm cuộc xung đột hiện nay. về việc Mỹ cung cấp Patriot cho Ukraine, người phát ngôn Điện Kremlin Dmitry Peskov cảnh báo việc các nước phương Tây tiếp tục cung cấp vũ khí cho Ukraine sẽ chỉ càng làm trầm trọng thêm cuộc xung đột hiện nay",1,0.9996
1187,"Khi các ngân hàng trung ương thắt chặt tín dụng cho vay, thì rủi ro căng thẳng này sẽ lan rộng ra ngoài. Cơ quan này khuyến cáo, khi các ngân hàng trung ương tiếp tục kiềm chế lạm phát, điều kiện tài chính thắt chặt càng lâu, thì rủi ro ""căng thẳng lan rộng ra ngoài lĩnh vực ngân hàng, gây thiệt cho kinh tế và tài chính càng lớn hơn"".",1,0.6773
1206,Bộ GD&ĐT vừa ra quyết định về việc điều chỉnh liên kết tổ chức thi cấp chứng chỉ tiếng Anh IELTS cho các trường đại học. Bộ GD&ĐT vừa ra quyết định về việc điều chỉnh liên kết tổ chức thi cấp chứng chỉ tiếng Anh IELTS,2,0.9835
1214,"Việc cô thành lập và chủ nhiệm Ngôi nhà trí tuệ Penang - Malaysia đã giúp kết nối kiến thức và trí tuệ giữa Việt Nam và quốc tế đã giúp kết nối kiến thức và trí tuệ giữa Viêt Nam và quốc tế đã giúp kết nối kiến thức và trí tuệ giữa Viêt Nam và quốc tế đã giúp kết nối kiến thức và trí tuệ giữa Viêt Nam và quốc tế, giúp kết nối kiến thức và trí tuệ giữa Viêt Nam và quốc tế, giúp kết nối kiến thức và trí tuệ giữa Viêt Nam và quốc tế, tạo điều kiện cho cô phát triển sự nghiệp tương lai của mình. cô thành lập và chủ nhiệm Ngôi nhà trí tuệ Penang - Malaysia. Việc thành lập Ngôi nhà trí tuệ Penang đã giúp kết nối kiến thức và trí tuệ giữa Viêt Nam và quốc tế.",2,0.9925
1247,"Với sự tiến bộ của công nghệ và khả năng sàng lọc của gen Alpha, cha mẹ sẽ rất lo lắng khi các con tiếp cận công nghệ thông tin từ rất sớm. Với công nghệ hiện có, các bạn có thể tự học, tự tìm hiểu thông tin nên rất tiến bộ và cởi mở, cha mẹ cũng rất lo lắng cho những đứa con thuộc Gen Alpha. Chính vì mức độ tiếp cận công nghệ thông tin từ khi còn quá nhỏ nên các con chưa có khả năng sàng lọc, rủi ro sẽ là dễ bị tiếp cận và ảnh hưởng bởi những thông tin trái chiều quá sớm"".",1,0.9317
1254,"Tài xế này không bị xử phạt về hành vi ""vận chuyển chất thải rắn công nghiệp thông thường không đến điểm tập kết, trạm trung chuyển và cơ sở xử lý theo quy định. tài xế này bị xử phạt về hành vi ""vận chuyển chất thải rắn công nghiệp thông thường không đến điểm tập kết, trạm trung chuyển và cơ sở xử lý theo quy định",1,0.9999
1274,"Ngày 23-3, ngọn đuốc SEA Games 32 đã được thắp lên bởi một ngọn đuốc SEA Games 32 đã được thắp lên bởi một người đàn ông tên là Sea Games 32 đã được tìm thấy trong một lần đầu tiên được tìm thấy trong một lần được tìm thấy. ngọn đuốc SEA Games 32",1,0.8739
1279,"Nguyễn Trung Hiếu, Nguyễn Trung Hiếu hiện là Phó Giám đốc Trung tâm Đăng kiểm xe cơ giới 89-05D (nguyên là đăng kiểm viên bậc cao Trung tâm Đăng kiểm xe cơ giới 89-05D), là Phó Giám đốc Trung tâm Đăng kiểm xe cơ giới 89-05D (nguyên là đăng kiểm viên bậc cao Trung tâm Đăng kiểm xe cơ giới 89-02S); đồng thời cũng là Phó Giám đốc Trung tâm này. Nguyễn Trung Hiếu là Phó Giám đốc Trung tâm Đăng kiểm xe cơ giới 89-05D (nguyên là đăng kiểm viên bậc cao Trung tâm Đăng kiểm xe cơ giới 89-02S);",1,0.6467
1280,Ở vòng loại lần này Đội trưởng Huỳnh Như tiền đạo Phạm Hải Yến là người để lại ấn tượng đậm nét nhất trong lần đầu tiên ghi dấu ấn đậm nét nhất trong lần đầu tiên được xuất hiện trong sự kiện này. Ở vòng loại lần này Đội trưởng Huỳnh Như tiền đạo Phạm Hải Yến để lại dấu ấn đậm nét nhất,2,0.6741
1284,"Bài thi vào chung kết sẽ dựa trên 60 % bình chọn của độc giả và 60% điểm của Ban giám khảo. Ban tổ chức và Ban giám khảo sẽ chấm điểm, chọn bài thi vào vòng chung kết dựa trên 40% bình chọn của độc giả và 60% điểm Ban giám khảo.",1,0.9482
1298,"Sự chung tay của các cấp, ngành và doanh nghiệp, cá nhân giành cho Giáo dục Việt Nam và đây cũng là sự chung tay của các cấp, ngành và doanh nghiệp, cá nhân giành cho Giáo dục Việt Nam và cũng là sự chung tay của các bạn trẻ trong công cuộc xây dựng và phát triển nền giáo dục Việt Nam. sự chung tay của các cấp, ngành và doanh nghiệp, cá nhân giành cho Giáo dục Việt Nam",2,0.9986
1309,"Khu vực rừng sản xuất của Công ty TNHH MTV Cây trồng TP.HCM ở xã Phạm Văn Hai Chiều đã được một số người dân ở xã Phạm Văn Hai Chiều cho biết, đường vào khu vực rừng sản xuất của Công ty TNHH MTV Cây trồng TP.HCM ở xã Phạm Văn Hai Chiều đã được một số người dân địa phương cho biết đường vào khu vực rừng sản xuất của Công ty TNHH MTV Cây trồng TP.HCM ở xã Phạm Văn Hai Chiều. Đường vào khu vực rừng sản xuất của Công ty TNHH MTV Cây trồng TP.HCM ở xã Phạm Văn Hai Chiều",2,0.9716
1316,"Chị em tuổi 40 - 45 khi quan hệ hay bị đau rát, khí hư nhiều do toàn bộ cơ quan sinh dục bị thiểu dưỡng, các đường ống sinh dục bị trầy, xước, gây đau đớn cho người đối diện. chị em tuổi 40 - 45 khi quan hệ hay bị đau rát, khí hư nhiều do toàn bộ cơ quan sinh dục bị thiểu dưỡng, các đường ống sinh dục bị trầy, xước",2,0.9991
1366,"Người làm công tác điện ảnh Việt Nam đã hết lòng phụng sự lý tưởng của Đảng và lợi ích của dân tộc, đồng thời cũng hết lòng phụng sự lý tưởng của Đảng và lợi ích của dân tộc, đồng thời cũng rất biết ơn với lý tưởng của Đảng và lợi ích của dân tộc. người làm công tác điện ảnh Việt Nam đã hết lòng phụng sự lý tưởng của Đảng và lợi ích của dân tộc",2,0.9863
1379,"Phát biểu tại buổi LễTrao Quyết định và chúc mừng năm mới 2023 tại buổi lễ có sự tham gia của Bộ trưởng, Chủ nhiệm Hầu A Lềnh. Bộ trưởng, Chủ nhiệm Hầu A Lềnh phát biểu tại buổi LễTrao Quyết định và chúc mừng",2,0.9313
1388,"Các gene mới giúp tạo ra ruồi giả trên cánh hoa. Loài cúc này không phát triển một gene mới để tạo ra ruồi giả. Thay vào đó, chúng thực hiện một việc thậm chí còn thông minh hơn, đó là tập hợp các gene sẵn có, đang làm những công việc khác ở các bộ phận khác nhau của cây, để tạo ra một cấu trúc phức tạp trên cánh hoa giúp đánh lừa ruồi đực"",",1,0.6547
1398,Chính quyền TP Đà Nẵng đã chỉnh trang đô thị và xây dựng nhiều cây cầu nối hai bờ sông được khai thác dịch vụ tàu du lịch ngắm thành phố về đêm đã được khai thác dịch vụ tàu du lịch ngắm thành phố về đêm đã được khai thác dịch vụ tàu du lịch ngắm thành phố về đêm đã được khai thác triệt để. chính quyền TP Đà Nẵng đã chỉnh trang đô thị và xây dựng nhiều cây cầu nối hai bờ sông được khai thác dịch vụ tàu du lịch ngắm thành phố về đêm,2,0.7015
1402,"Tại làng Authoison nhỏ bé miền Đông Bắc nước Pháp, đã nhiều năm, như để lưu dấu lịch sử, người ta đã dựng lên tượng đài tưởng niệm các chiến sĩ ""bị xử bắn để làm gương"" trong chiến tranh 1914-1918. Đã nhiều năm, như để lưu dấu lịch sử, tại làng Authoison nhỏ bé miên Đông Băc nươc Pháp người ta đã dựng lên tượng đài tưởng niêm các chiến sĩ ""bị xử bắn để làm gương"" trong chiến tranh 1914-1918,",1,0.9414
1405,"Trong khi địa phương khuyến khích người dân làm các vườn trầu tạo hình ngay hàng thẳng lối, đẹp mắt; đồng thời, các vườn trầu này còn được các vườn trầu khác tạo hình các vườn trầu khác. Trong đó, địa phương khuyến khích người dân làm các vườn trầu tạo hình ngay hàng thẳng lối, đẹp mắt;",2,0.4753
1411,"ĐT U20 Australia đã triệu tập hầu như tất cả những cầu thủ xuất sắc nhất trong độ tuổi từ 12 đến 19. ĐT U20 Australia đã triệu tập hầu như tất cả những cầu thủ xuất sắc nhất trong độ tuổi, bao gồm các cầu thủ đang thi đấu ở giải vô địch quốc gia và 4 cầu thủ đang chơi bóng ở châu Âu.",2,0.9683
1418,"Ông Huệ yêu cầu các cơ quan lắng nghe và không cần có trách nhiệm nghiên cứu, xem xét các quy định về sở hữu. ông Huệ nêu và nhấn mạnh cần xem vướng mắc trong cải tạo xây dựng lại nhà chung cư có phải do quy định về sở hữu hay không Ông Huệ yêu cầu các cơ quan lắng nghe, có trách nhiệm nghiên cứu, xem xét.",1,0.9991
1430,Việt Nam-Chile được thiết lập quan hệ ngoại giao từ 25/3/1971 25/3/2023). thiết lập quan hệ ngoại giao Việt Nam-Chile (25/3/1971  25/3/2023).,1,0.8896
1443,"Cần tăng cường tuyên truyền, giáo dục kiến thức về kiến thức an toàn thực phẩm, phòng chống ngộ độc từ các độc tố có trong các loại cây, hoa, quả lạ hoang dại, nhà trường cần thường xuyên giám sát, phát hiện sớm các vấn đề bất thường về sức khỏe học sinh do nghi ngờ ăn phải các loại cây, hoa, quả lạ hoang dại, nhà trường cần thường xuyên giám sát, phát hiện sớm các vấn đề bất thường về sức khỏe học sinh do nghi ngờ ăn phải các loại cây, hoa, quả lạ hoang dại, nhà trường cần thường xuyên giám sát, phát hiện sớm các vấn đề bất thường về sức khỏe học sinh do nghi ngờ ăn phải các loại cây, hoa có chứa các hợp chất gây độc. ban ngành chức năng và nhà trường tăng cường tuyên truyền, giáo dục kiến thức về an toàn thực phẩm, phòng chống ngộ độc từ các độc tố tự nhiên khuyến cáo không ăn các loại cây, hoa, quả lạ hoang dại Nhà trường cần thường xuyên giám sát, phát hiện sớm những vấn đề bất thường về sức khỏe học sinh nghi ngờ do ăn phải các loài cây, hoa có chứa các hợp chất gây độc",1,0.7308
1444,"Hoài Thu (Nguyễn Thị Thu) là nữ sinh viên được quan tâm nhiều trên mạng xã hội nhờ ngoại hình nổi bật, được ngoại hình nổi bật và đặc biệt là được yêu thích nhờ ngoại hình nổi bật. Hoài Thu (Nguyễn Thị Thu) là nữ sinh viên được quan tâm nhiều trên mạng xã hội nhờ ngoại hình nổi bật",2,0.994
